-0.01954083,0.51413006,0.50578123,0.25652292,0.045819789
-0.52583826,0.64961147,0.55887365,0.26079407,0.63470894
1.1221135,0.24065644,0.3108606,0.20654866,0.097300164
0.89029223,0.20710699,0.3079907,0.23750508,0.80563653
1.3825344,0.14337941,0.25253066,0.24493153,0.35563171
1.9131062,0.077562854,0.19915159,0.27469745,0.085020095
0.73008937,0.36294243,0.41472408,0.21342561,0.81564647
0.49613029,0.3858847,0.43307444,0.25932312,0.6085968
0.06337937,0.48478484,0.48203325,0.26670712,0.58650321
0.38311687,0.29911482,0.37003988,0.2715337,0.84057009
0.65317088,0.30289879,0.37402099,0.27152038,0.88458604
0.59223276,0.30111998,0.37423569,0.26557776,0.7400701
0.1995884,0.44970703,0.49420309,0.24744645,0.20469788
0.64095646,0.27899098,0.36603948,0.27734631,0.84079874
0.043834899,0.46825308,0.4713943,0.19621105,0.67480248
-0.027879497,0.48768273,0.48923102,0.20487447,0.57160282
0.57971799,0.27593985,0.36200607,0.2846249,0.95053494
1.0469742,0.22783521,0.33499277,0.23089032,0.6971699
0.33319747,0.37085626,0.36916116,0.23535155,0.74942756
0.87534946,0.28071702,0.33866075,0.26578593,0.9391048
0.51941317,0.2658509,0.36948153,0.24995494,0.60924399
0.41534665,0.27399427,0.36482787,0.30029762,0.59818602
0.76429003,0.31325608,0.3709695,0.23700634,0.87433678
0.13391484,0.47278476,0.49860647,0.20656735,0.075574018
0.55680048,0.38730663,0.40979719,0.18879487,0.38066548
1.1442833,0.28073391,0.3115226,0.21305107,0.99762243
0.3974435,0.37868446,0.40670431,0.22683144,0.58483809
-0.41710195,0.66982901,0.62110919,0.20828758,0.24879926
0.4890897,0.37142104,0.42499363,0.20914355,0.71317345
1.0900289,0.18986729,0.29170084,0.22873673,0.66363579
1.0643464,0.25696087,0.27893192,0.23600951,0.96581167
0.2001114,0.3668364,0.41124415,0.2982232,0.86459452
-0.011693076,0.4942376,0.45863438,0.29963857,0.98276669
0.4651275,0.40956652,0.4615995,0.21158469,0.51197112
-0.50379848,0.6522916,0.60093224,0.22637662,0.49570403
0.61440462,0.23073688,0.37817502,0.27565131,0.6593129
0.47972727,0.21947365,0.3405081,0.29420274,0.87182218
0.85551882,0.10383952,0.2761873,0.27507153,0.87198192
0.71912348,0.27048343,0.34893522,0.25599232,0.92516899
1.5814514,0.18522115,0.24880902,0.21615857,0.10118663
-0.13578361,0.54130495,0.51978934,0.22574368,0.77387965
0.54327178,0.39289153,0.42226866,0.20187213,0.085996725
2.6480405,0.10117347,0.12426845,0.14089788,0.088761613
0.35582963,0.37729928,0.44677421,0.25655022,0.62769133
0.89269322,0.25954431,0.33013573,0.21863025,0.42205858
0.70202434,0.31460178,0.39469129,0.21662672,0.65204448
0.5762279,0.178204,0.35948458,0.301285,0.4770745
0.1986873,0.47270644,0.49759099,0.19272172,0.08220318
0.91535288,0.289271,0.3503288,0.25030667,0.86460406
0.33422923,0.45017147,0.48750737,0.22352639,0.32341501
0.7273764,0.27313471,0.33340278,0.27887532,0.98762786
1.0837027,0.21057887,0.3152028,0.27598143,0.90610385
0.87659818,0.18451346,0.26951364,0.25828785,1
-0.000314068,0.4777348,0.47939423,0.19427112,0.098773636
1.1594819,0.21305645,0.29767731,0.25743869,0.83104724
-0.013230502,0.45863065,0.45035717,0.24415705,0.87935543
1.3968813,0.20089334,0.24741413,0.18991192,0.69126874
0.54270202,0.4053154,0.4367978,0.2285492,0.90605497
0.17866734,0.4512701,0.46882388,0.1728756,0.16884199
0.92556119,0.17436238,0.29935229,0.24469875,1
0.28557244,0.35282928,0.42969719,0.30909923,0.83345234
0.63912785,0.25416476,0.35046583,0.23466754,0.80035156
0.838503,0.10577184,0.30338758,0.29574388,0.85254896
-0.7450093,0.66605091,0.62999696,0.19455445,0.081934832
0.68032891,0.28512138,0.36188936,0.23708439,0.97501898
-0.41547871,0.55413949,0.53650838,0.17887452,0.090001397
0.85917747,0.27113563,0.30408674,0.20898911,0.7163862
1.0893903,0.1478501,0.29135233,0.26519895,0.97934234
0.62317526,0.38989967,0.39123774,0.18699127,0.38957328
0.26677626,0.4278537,0.44894212,0.20778884,0.33384913
0.87358552,0.31507105,0.36803958,0.24242355,1
0.3889147,0.42495653,0.45941514,0.21667929,0.82216066
1.2543951,0.1537914,0.24638498,0.21420681,0.88671899
0.013331414,0.45964527,0.45212674,0.22248238,0.92082417
0.60496175,0.32528135,0.39494824,0.23461705,0.12839644
0.38648251,0.42853236,0.4574019,0.23494436,0.16505659
0.40836841,0.38438061,0.41200793,0.25252408,0.85924155
0.78177387,0.34768045,0.39469606,0.19538046,0.42739907
0.54484129,0.2598083,0.38424772,0.27868798,0.77968544
1.1094282,0.21257094,0.3098996,0.24410011,0.91704834
1.99131,0.06769304,0.12458619,0.14736621,0.97814077
0.97339094,0.16530983,0.23817967,0.20711346,0.99655461
1.2737733,0.16552132,0.24076934,0.23606874,0.98522496
0.054613482,0.52777922,0.54121137,0.21413854,0.87305486
1.0023458,0.17147067,0.2818172,0.27003968,0.73794502
1.1093583,0.17552818,0.26900482,0.19880703,0.94746566
0.34916738,0.4295733,0.46915835,0.25591153,0.9416725
0.8560037,0.15281779,0.29811612,0.29085845,0.8806935
0.47300115,0.33941054,0.38023177,0.23955385,0.81080663
0.10780291,0.46825665,0.44494471,0.27312872,0.80610085
0.1127412,0.38688704,0.38541362,0.17804697,0.95038909
0.91110504,0.19756897,0.28658891,0.22406517,0.97529608
0.075514786,0.42629305,0.44157067,0.29320645,0.84275293
1.5171758,0.2655136,0.31448081,0.18325204,1
0.96406269,0.24377096,0.3104924,0.24325901,0.9313426
0.22068645,0.40339208,0.38608882,0.26368085,0.97140741
0.57176274,0.30863023,0.34517366,0.21073543,1
0.11314247,0.47033688,0.49982589,0.25267836,0.93224072
0.3920157,0.59495056,0.60917056,0.15954719,0.66099548
0.45746645,0.42192739,0.40994531,0.26356912,0.96462083
0.9946292,0.22827417,0.32281965,0.25667757,0.9230442
0.85165989,0.40280867,0.44247195,0.20337452,0.62441188
0.83814502,0.36034378,0.40747237,0.22534795,0.3077597
0.60342598,0.29902196,0.36946559,0.2573272,0.7637257
0.14777648,0.46706787,0.44528526,0.25482488,0.71011513
1.3753816,0.13696334,0.18176267,0.17440712,0.97516382
0.26829264,0.3831023,0.38259053,0.17837302,0.96988261
1.7983216,0.03344962,0.17365448,0.31577364,0.019606827
1.237205,0.1493677,0.25842899,0.24783501,0.94084305
0.59767896,0.21987736,0.30205283,0.25661185,0.91139561
0.73663998,0.21528341,0.28252336,0.22934844,0.09197285
0.91968614,0.25251287,0.33001482,0.24143378,0.81361365
0.033924926,0.5467062,0.55615038,0.19619396,0.35462293
0.31979871,0.44761854,0.45055303,0.24762169,0.57750762
1.1195917,0.19739494,0.27588046,0.23689793,0.93002558
0.33360776,0.41731071,0.4380112,0.24044009,0.80379659
