-0.019540830,0.51413006,0.50578123,0.25652292,0.045819789
-0.52583826,0.64961147,0.55887365,0.26079407,0.63470894
1.1221135,0.24065644,0.31086060,0.20654866,0.097300164
0.89029223,0.20710699,0.30799070,0.23750508,0.80563653
1.3825344,0.14337941,0.25253066,0.24493153,0.35563171
1.9131062,0.077562854,0.19915159,0.27469745,0.085020095
0.73008937,0.36294243,0.41472408,0.21342561,0.81564647
0.49613029,0.38588470,0.43307444,0.25932312,0.60859680
0.063379370,0.48478484,0.48203325,0.26670712,0.58650321
0.38311687,0.29911482,0.37003988,0.27153370,0.84057009
0.65317088,0.30289879,0.37402099,0.27152038,0.88458604
0.59223276,0.30111998,0.37423569,0.26557776,0.74007010
0.19958840,0.44970703,0.49420309,0.24744645,0.20469788
0.64095646,0.27899098,0.36603948,0.27734631,0.84079874
0.043834899,0.46825308,0.47139430,0.19621105,0.67480248
-0.027879497,0.48768273,0.48923102,0.20487447,0.57160282
0.57971799,0.27593985,0.36200607,0.28462490,0.95053494
1.0469742,0.22783521,0.33499277,0.23089032,0.69716990
0.33319747,0.37085626,0.36916116,0.23535155,0.74942756
0.87534946,0.28071702,0.33866075,0.26578593,0.93910480
0.51941317,0.26585090,0.36948153,0.24995494,0.60924399
0.41534665,0.27399427,0.36482787,0.30029762,0.59818602
0.76429003,0.31325608,0.37096950,0.23700634,0.87433678
0.13391484,0.47278476,0.49860647,0.20656735,0.075574018
0.55680048,0.38730663,0.40979719,0.18879487,0.38066548
1.1442833,0.28073391,0.31152260,0.21305107,0.99762243
0.39744350,0.37868446,0.40670431,0.22683144,0.58483809
-0.41710195,0.66982901,0.62110919,0.20828758,0.24879926
0.48908970,0.37142104,0.42499363,0.20914355,0.71317345
1.0900289,0.18986729,0.29170084,0.22873673,0.66363579
1.0643464,0.25696087,0.27893192,0.23600951,0.96581167
0.20011140,0.36683640,0.41124415,0.29822320,0.86459452
-0.011693076,0.49423760,0.45863438,0.29963857,0.98276669
0.46512750,0.40956652,0.46159950,0.21158469,0.51197112
-0.50379848,0.65229160,0.60093224,0.22637662,0.49570403
0.61440462,0.23073688,0.37817502,0.27565131,0.65931290
0.47972727,0.21947365,0.34050810,0.29420274,0.87182218
0.85551882,0.10383952,0.27618730,0.27507153,0.87198192
0.71912348,0.27048343,0.34893522,0.25599232,0.92516899
1.5814514,0.18522115,0.24880902,0.21615857,0.10118663
-0.13578361,0.54130495,0.51978934,0.22574368,0.77387965
0.54327178,0.39289153,0.42226866,0.20187213,0.085996725
2.6480405,0.10117347,0.12426845,0.14089788,0.088761613
0.35582963,0.37729928,0.44677421,0.25655022,0.62769133
0.89269322,0.25954431,0.33013573,0.21863025,0.42205858
0.70202434,0.31460178,0.39469129,0.21662672,0.65204448
0.57622790,0.17820400,0.35948458,0.30128500,0.47707450
0.19868730,0.47270644,0.49759099,0.19272172,0.082203180
0.91535288,0.28927100,0.35032880,0.25030667,0.86460406
0.33422923,0.45017147,0.48750737,0.22352639,0.32341501
0.72737640,0.27313471,0.33340278,0.27887532,0.98762786
1.0837027,0.21057887,0.31520280,0.27598143,0.90610385
0.87659818,0.18451346,0.26951364,0.25828785,1
-0.00031406750,0.47773480,0.47939423,0.19427112,0.098773636
1.1594819,0.21305645,0.29767731,0.25743869,0.83104724
-0.013230502,0.45863065,0.45035717,0.24415705,0.87935543
1.3968813,0.20089334,0.24741413,0.18991192,0.69126874
0.54270202,0.40531540,0.43679780,0.22854920,0.90605497
0.17866734,0.45127010,0.46882388,0.17287560,0.16884199
0.92556119,0.17436238,0.29935229,0.24469875,1
0.28557244,0.35282928,0.42969719,0.30909923,0.83345234
0.63912785,0.25416476,0.35046583,0.23466754,0.80035156
0.83850300,0.10577184,0.30338758,0.29574388,0.85254896
-0.74500930,0.66605091,0.62999696,0.19455445,0.081934832
0.68032891,0.28512138,0.36188936,0.23708439,0.97501898
-0.41547871,0.55413949,0.53650838,0.17887452,0.090001397
0.85917747,0.27113563,0.30408674,0.20898911,0.71638620
1.0893903,0.14785010,0.29135233,0.26519895,0.97934234
